,DOI,Title,Abstract
300,10.1016/j.concog.2020.102988,Lucid Dreaming: Reliable Analog Event Detection for Energy-Constrained Applications,"Lucid dreaming-the phenomenon of experiencing waking levels of self-reflection within one's dreams-is associated with more wake-like levels of neural activation in prefrontal brain regions. In addition, alternating periods of wakefulness and sleep might increase the likelihood of experiencing a lucid dream. Here we investigate the association between sleep fragmentation and lucid dreaming, with a multi-centre study encompassing four different investigations into subjective and objective measures of sleep fragmentation, nocturnal awakenings, sleep quality and polyphasic sleep schedules. Results across these four studies provide a more nuanced picture into the purported connection between sleep fragmentation and lucid dreaming: While self-assessed numbers of awakenings, polyphasic sleep and physiologically validated wake-REM sleep transitions were associated with lucid dreaming, neither self-assessed sleep quality, nor physiologically validated numbers of awakenings were. We discuss these results, and their underlying neural mechanisms, within the general question of whether sleep fragmentation and lucid dreaming share a causal link."
301,10.3389/fpsyg.2019.02946,Insight and Dissociation in Lucid Dreaming and Psychosis,"Dreams are usually characterized by primary consciousness, bizarreness and cognitive deficits, lacking metacognition. However, lucid dreaming (LD) is a type of consciousness state during which the dreamer is aware of the fact that he or she is dreaming, without leaving the sleeping state. Brain research has found that LD shares some common neural mechanisms with metacognition such as self-reflection. With a different metacognition level, the bizarreness of LD would also change. However, the difference in bizarreness between LD and non-LD was seldom explored, and individual differences were often neglected. In the present study, considering LD prevalence in Asia was rarely studied and related results in China and Japan were very different from each other, we first investigated the LD frequency of China in a standardized way. On that basis, we collected dreams of subjects who had relatively higher LD frequency and compared bizarreness density (BD) of LD and non-LD. Moreover, to explore the relationships of metacognition traits and BD, we also measured self-reflection and insight trait by Self-Reflection and Insight Scale. We found that 81.3% of subjects have experienced LD once or more, which is similar to findings in some western countries. Besides, BD was significantly lower in LD than in non-LD. Self-reflection and insight were inversely associated with dream bizarreness. These findings indicate that self-consciousness traits extend from waking to LD and non-LD state. As a particular consciousness state, LD may shed light on the research of consciousness and dream continuity. Future research on dream bizarreness is suggested to take dream types and metacognition differences into consideration."
302,10.30861/9781407316987,"Mindfulness, Meditation, and Lucid Dreaming: A Narrow vs. Broad-Spectrum Mindfulness Study",Not scidirect/frontiers
303,10.1007/0-306-47949-4_7,Lucid Dreaming as a Learnable Skill: A Case Study,Not scidirect/frontiers
304,10.2307/j.ctt1287fvp.13,Lucid Dreaming and the Feeling of Being Refreshed in the Morning: A Diary Study,Not scidirect/frontiers
305,https://doi.org/10.3389/fpsyg.2020.01383,"Wake up, work on dreams, back to bed and lucid dream: A sleep laboratory study",Frontier's No Abstract
306,https://doi.org/10.3389/fpsyg.2020.01746,Findings from the international lucid dream induction study,Frontier's No Abstract
307,https://doi.org/10.11588/ijodr.2020.1.71695,Lucid dream induction by auditory stimulation and reality testing during early-morning sleep,Not scidirect/frontiers
308,https://doi.org/10.3390/clockssleep4020021,Combining Wake-Up-Back-to-Bed with Cognitive Induction Techniques: Does Earlier Sleep Interruption Reduce Lucid Dream Induction Rate?,"Lucid dreaming offers the chance to investigate dreams from within a dream and by real-time dialogue between experimenters and dreamers during REM sleep. This state of consciousness opens a new experimental venue for dream research. However, laboratory study in this field is limited due to the rarity of lucid dreamers. In a previous study, we were able to induce in 50% of the participants a lucid dream in a single sleep laboratory night by combining a wake-up-back-to-bed (WBTB) sleep routine and a mnemonic method (Mnemonic Induction of Lucid Dreams, MILD). In three experiments, we tried to replicate our earlier findings while we adapted our procedure in shortening (Exp1–3: 4.5 vs. 6 h of uninterrupted sleep in the first half of the night), simplifying (Exp2: time-based wakening vs. REM wakening in the second half of the night), and applying another induction technique (Exp3: reality testing vs. MILD). In the three conditions, four out of 15 (26%), zero out of 20 (0%), and three out of 15 (20%) participants reported a lucid dream. Compared to the original study, the earlier sleep interruption seems to reduce the lucid dream induction rate. Furthermore, without REM awakenings in the morning, lucid dream induction failed, whereas reality testing showed a lower success rate compared to MILD. Further systematic sleep laboratory studies are needed to develop reliable techniques for lucid dream research."
309,https://doi.org/10.3389/fpsyg.2021.635183,"âIs this a Dream?ââEvolutionary, Neurobiological and Psychopathological Perspectives on Lucid Dreaming",Frontier's No Abstract
